adjusted_rand_score,parameters,model_hyperparameters
0.1611940937195642,"{'binarize': True, 'percentile': 8, 'word_level_threshold': False, 'score_path': 'ru-ru'}",{'distribution': 'discrete-binomial'}
0.21255210467002028,"{'binarize': True, 'percentile': 8, 'word_level_threshold': False, 'score_path': 'en-en'}",{'distribution': 'discrete-geometric'}
0.2603805011502578,"{'binarize': True, 'percentile': 8, 'word_level_threshold': False, 'score_path': 'en-en'}",{'distribution': 'discrete-poisson'}
0.15359585587209196,"{'binarize': True, 'percentile': 8, 'word_level_threshold': False, 'score_path': 'en-en'}",{'distribution': 'discrete-binomial'}
0.13695680576768335,"{'binarize': True, 'percentile': 9, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}",{'distribution': 'discrete-geometric'}
0.20534222243435005,"{'binarize': True, 'percentile': 9, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}",{'distribution': 'discrete-poisson'}
0.13304277527590516,"{'binarize': True, 'percentile': 9, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}",{'distribution': 'discrete-binomial'}
0.22986254896353686,"{'binarize': True, 'percentile': 9, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}",{'distribution': 'discrete-geometric'}
0.2388951060878533,"{'binarize': True, 'percentile': 9, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}",{'distribution': 'discrete-poisson'}
0.13914834444273233,"{'binarize': True, 'percentile': 9, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}",{'distribution': 'discrete-binomial'}
0.15468105315442016,"{'binarize': True, 'percentile': 9, 'word_level_threshold': False, 'score_path': 'ru-ru'}",{'distribution': 'discrete-geometric'}
0.15468105315442016,"{'binarize': True, 'percentile': 9, 'word_level_threshold': False, 'score_path': 'ru-ru'}",{'distribution': 'discrete-poisson'}
0.13020649607086449,"{'binarize': True, 'percentile': 9, 'word_level_threshold': False, 'score_path': 'ru-ru'}",{'distribution': 'discrete-binomial'}
0.2717869326187457,"{'binarize': True, 'percentile': 9, 'word_level_threshold': False, 'score_path': 'en-en'}",{'distribution': 'discrete-geometric'}
0.27505490647495484,"{'binarize': True, 'percentile': 9, 'word_level_threshold': False, 'score_path': 'en-en'}",{'distribution': 'discrete-poisson'}
0.25327959003174105,"{'binarize': True, 'percentile': 9, 'word_level_threshold': False, 'score_path': 'en-en'}",{'distribution': 'discrete-binomial'}
